user_id,register_time,research_fields,active_period,reading_preferences,interaction_tendency,follower_count,following_count,activity_level,user_type
user_0170,2023-03-20 00:00:00,"[""机器学习""]",night,"[""实验技巧"", ""技术教程""]","{""like"": 0.8550961206556725, ""collect"": 0.14635256641779437, ""comment"": 0.6845798596712983, ""share"": 0.14444471249848717, ""follow"": 0.3826413413973715}",1,23,high,researcher
user_0171,2023-06-16 00:00:00,"[""AlphaFold""]",afternoon,"[""算法解读"", ""经典方法""]","{""like"": 0.41210404601378886, ""collect"": 0.5079148006115095, ""comment"": 0.16670724921844543, ""share"": 0.12608880866444067, ""follow"": 0.25248095244195917}",27,2,medium,student
user_0172,2023-05-18 00:00:00,"[""蛋白质-配体相互作用"", ""癌症生物学""]",afternoon,"[""最新论文""]","{""like"": 0.778781794167926, ""collect"": 0.5226119949804033, ""comment"": 0.4009546507682631, ""share"": 0.20780056671607783, ""follow"": 0.39390601819933674}",17,9,medium,newbie
user_0173,2024-01-27 00:00:00,"[""代谢工程""]",evening,"[""新闻动态""]","{""like"": 0.5559322224278149, ""collect"": 0.707915531139998, ""comment"": 0.5739487042673125, ""share"": 0.042262022086035134, ""follow"": 0.19575770471151666}",37,17,low,industry
user_0174,2024-07-27 00:00:00,"[""神经退行性疾病"", ""机器学习""]",evening,"[""新闻动态""]","{""like"": 0.4616088833854791, ""collect"": 0.5418841108258428, ""comment"": 0.4940709440530801, ""share"": 0.14445023546393063, ""follow"": 0.11473313671472485}",3,4,medium,researcher
user_0175,2024-06-25 00:00:00,"[""图神经网络""]",afternoon,"[""技术教程""]","{""like"": 0.6059885259369412, ""collect"": 0.36933619388867167, ""comment"": 0.7438429237224915, ""share"": 0.00755366459333176, ""follow"": 0.5313049181782797}",7,20,high,industry
user_0176,2023-01-28 00:00:00,"[""神经退行性疾病""]",morning,"[""应用案例""]","{""like"": 0.48409217164430335, ""collect"": 0.48902236897583484, ""comment"": 0.06113167418033274, ""share"": 0.06887830009085938, ""follow"": 0.18899615932893699}",69,4,medium,researcher
user_0177,2023-02-09 00:00:00,"[""AlphaFold"", ""结构生物学""]",night,"[""综述文章"", ""最新论文""]","{""like"": 0.882309225727749, ""collect"": 0.48010661049199893, ""comment"": 0.23959141688844748, ""share"": 0.16786789759101567, ""follow"": 0.6626043308706216}",4,59,medium,student
user_0178,2023-01-22 00:00:00,"[""X射线晶体学"", ""神经退行性疾病"", ""分子动力学""]",evening,"[""新闻动态"", ""实验技巧""]","{""like"": 0.3876913961060501, ""collect"": 0.42062056433837663, ""comment"": 0.14862235123840595, ""share"": 0.2518103619631516, ""follow"": 0.689643924497001}",21,1,medium,industry
user_0179,2023-11-10 00:00:00,"[""酶催化"", ""蛋白质-配体相互作用""]",night,"[""技术教程"", ""综述文章""]","{""like"": 0.8480556142614838, ""collect"": 0.41831306925339085, ""comment"": 0.05059703583780649, ""share"": 0.0762080374627511, ""follow"": 0.6760806012518606}",21,7,medium,researcher
user_0180,2023-07-02 00:00:00,"[""扩散模型""]",evening,"[""实验技巧""]","{""like"": 0.8185350925437275, ""collect"": 0.7349490301298827, ""comment"": 0.39036177799597876, ""share"": 0.3263870833256386, ""follow"": 0.23455456696412616}",0,15,medium,student
user_0181,2024-03-06 00:00:00,"[""免疫学""]",evening,"[""算法解读""]","{""like"": 0.3101178504327578, ""collect"": 0.21464134596167392, ""comment"": 0.34402015045589956, ""share"": 0.011730600477102851, ""follow"": 0.36990091426486116}",8,28,low,researcher
user_0182,2023-02-28 00:00:00,"[""代谢工程"", ""结构生物学""]",morning,"[""实验技巧""]","{""like"": 0.6801793568278733, ""collect"": 0.379277989741978, ""comment"": 0.6163676280099685, ""share"": 0.17525875642162972, ""follow"": 0.7243749885548648}",53,3,medium,industry
user_0183,2023-02-04 00:00:00,"[""图神经网络""]",afternoon,"[""算法解读""]","{""like"": 0.6068145183953463, ""collect"": 0.3927791985246245, ""comment"": 0.23629072044627844, ""share"": 0.06162161847394576, ""follow"": 0.8150702622505542}",4,3,medium,researcher
user_0184,2023-08-07 00:00:00,"[""冷冻电镜""]",evening,"[""综述文章""]","{""like"": 0.46312306841426487, ""collect"": 0.28070421092547687, ""comment"": 0.07898263515635719, ""share"": 0.1746723265019266, ""follow"": 0.33056042383759243}",0,13,medium,researcher
user_0185,2023-03-17 00:00:00,"[""癌症生物学"", ""膜蛋白"", ""生物信息学""]",afternoon,"[""最新论文""]","{""like"": 0.6223746187124134, ""collect"": 0.49036145453971963, ""comment"": 0.8329717163827681, ""share"": 0.02587449932592407, ""follow"": 0.7464608169670583}",37,6,low,researcher
user_0186,2023-01-30 00:00:00,"[""癌症生物学"", ""蛋白质结构预测""]",evening,"[""应用案例""]","{""like"": 0.5627002993815207, ""collect"": 0.33131146249843213, ""comment"": 0.42333329554443366, ""share"": 0.11276083559699546, ""follow"": 0.919960047791469}",35,14,medium,industry
user_0187,2023-01-19 00:00:00,"[""冷冻电镜""]",afternoon,"[""算法解读""]","{""like"": 0.825016953821477, ""collect"": 0.07708936986321943, ""comment"": 0.38345659997202364, ""share"": 0.13382343596710497, ""follow"": 0.8619120700510617}",272,8,medium,industry
user_0188,2024-01-27 00:00:00,"[""虚拟筛选"", ""AlphaFold"", ""分子动力学""]",evening,"[""综述文章"", ""技术教程""]","{""like"": 0.5153325916585134, ""collect"": 0.4324728360548339, ""comment"": 0.17601021967226066, ""share"": 0.18256043203241754, ""follow"": 0.578161839587695}",2,4,low,student
user_0189,2023-02-18 00:00:00,"[""冷冻电镜""]",afternoon,"[""实验技巧""]","{""like"": 0.6434164227211718, ""collect"": 0.5629684877069785, ""comment"": 0.1046465575644426, ""share"": 0.2999746292669477, ""follow"": 0.4488497097179131}",4,18,high,researcher
user_0190,2023-01-03 00:00:00,"[""NMR"", ""酶催化""]",evening,"[""综述文章"", ""经典方法""]","{""like"": 0.7812555099882645, ""collect"": 0.6826764308159654, ""comment"": 0.1903418631790122, ""share"": 0.13810662236693086, ""follow"": 0.0782180207376139}",14,59,medium,student
user_0191,2023-12-08 00:00:00,"[""图神经网络""]",evening,"[""技术教程""]","{""like"": 0.6924408384990209, ""collect"": 0.12293019175631226, ""comment"": 0.4968599541121147, ""share"": 0.2724342250012889, ""follow"": 0.21941542027846106}",2,8,low,student
user_0192,2024-03-22 00:00:00,"[""分子对接"", ""蛋白质结构预测"", ""罕见病研究""]",night,"[""实验技巧"", ""最新论文""]","{""like"": 0.2967702166122176, ""collect"": 0.5458999521920976, ""comment"": 0.45819872245403, ""share"": 0.17272682058397676, ""follow"": 0.8042761157098645}",8,16,medium,student
user_0193,2023-04-15 00:00:00,"[""蛋白质-配体相互作用""]",morning,"[""经典方法"", ""最新论文""]","{""like"": 0.4821751676726482, ""collect"": 0.8114814078998438, ""comment"": 0.17369772854369156, ""share"": 0.0496194488252185, ""follow"": 0.4052383599147754}",24,14,medium,researcher
user_0194,2023-05-10 00:00:00,"[""蛋白质-配体相互作用"", ""深度学习""]",evening,"[""技术教程""]","{""like"": 0.6627547841633985, ""collect"": 0.26997978550281937, ""comment"": 0.22420810339344863, ""share"": 0.004522235155345093, ""follow"": 0.7088750489379797}",51,2,medium,researcher
user_0195,2023-02-04 00:00:00,"[""X射线晶体学""]",night,"[""技术教程"", ""实验技巧""]","{""like"": 0.5996312945896658, ""collect"": 0.2836108315251637, ""comment"": 0.11298618045290648, ""share"": 0.19840275515512348, ""follow"": 0.22158446179629626}",16,12,high,researcher
user_0196,2023-08-17 00:00:00,"[""罕见病研究"", ""生物信息学""]",afternoon,"[""综述文章"", ""经典方法""]","{""like"": 0.9353968057628809, ""collect"": 0.30026337369958905, ""comment"": 0.08911750418856808, ""share"": 0.21425041600143016, ""follow"": 0.4271820003769158}",40,16,low,newbie
user_0197,2023-03-16 00:00:00,"[""分子动力学"", ""代谢工程"", ""质谱分析""]",evening,"[""应用案例""]","{""like"": 0.8373864939850018, ""collect"": 0.5940101759322737, ""comment"": 0.153697381181342, ""share"": 0.052881850327114434, ""follow"": 0.4643369373595043}",136,6,low,student
user_0198,2024-02-29 00:00:00,"[""NMR"", ""神经退行性疾病"", ""冷冻电镜""]",morning,"[""新闻动态"", ""技术教程""]","{""like"": 0.819581496121223, ""collect"": 0.12764453557966968, ""comment"": 0.28556364836000353, ""share"": 0.0734188525160065, ""follow"": 0.07476860436563774}",30,56,low,researcher
user_0199,2024-02-05 00:00:00,"[""癌症生物学"", ""神经退行性疾病""]",morning,"[""新闻动态"", ""算法解读""]","{""like"": 0.4486062351724895, ""collect"": 0.08750296026723361, ""comment"": 0.5413868784961787, ""share"": 0.24891217653813666, ""follow"": 0.32625210895002205}",3285,7,medium,student
user_0200,2023-11-17 00:00:00,"[""X射线晶体学"", ""AlphaFold""]",morning,"[""最新论文"", ""技术教程""]","{""like"": 0.15874571512567565, ""collect"": 0.2220258884389341, ""comment"": 0.09678909108237223, ""share"": 0.012540010344782552, ""follow"": 0.3339439749429872}",3,3,medium,industry
user_0201,2023-02-20 00:00:00,"[""图神经网络"", ""生物信息学"", ""膜蛋白""]",evening,"[""实验技巧"", ""算法解读""]","{""like"": 0.2642603734376579, ""collect"": 0.029503354810468875, ""comment"": 0.2773432654327496, ""share"": 0.14521922334336307, ""follow"": 0.8289533704717647}",5,6,low,researcher
user_0202,2023-03-05 00:00:00,"[""机器学习"", ""分子对接""]",evening,"[""最新论文""]","{""like"": 0.3333799796195624, ""collect"": 0.4941543363147647, ""comment"": 0.13450236993999773, ""share"": 0.200910971032206, ""follow"": 0.6285350313301861}",10,3,low,student
user_0203,2024-04-11 00:00:00,"[""抗体设计"", ""结构生物学"", ""免疫学""]",evening,"[""应用案例"", ""实验技巧""]","{""like"": 0.4553606761198227, ""collect"": 0.9172852553044484, ""comment"": 0.14567486330299298, ""share"": 0.1177117397109989, ""follow"": 0.40787885080293657}",7,17,low,researcher
user_0204,2023-05-10 00:00:00,"[""AlphaFold"", ""蛋白质工程"", ""蛋白质组学""]",afternoon,"[""最新论文"", ""技术教程""]","{""like"": 0.6892101693465964, ""collect"": 0.35851238947081054, ""comment"": 0.05421777949120967, ""share"": 0.022341007362899394, ""follow"": 0.704707506479332}",35,12,medium,researcher
user_0205,2023-07-05 00:00:00,"[""生物信息学""]",evening,"[""综述文章""]","{""like"": 0.5173114753271132, ""collect"": 0.34995181942748377, ""comment"": 0.23632956952932466, ""share"": 0.24272726828272279, ""follow"": 0.2946587549754231}",0,1,medium,student
user_0206,2023-07-20 00:00:00,"[""NMR""]",afternoon,"[""应用案例""]","{""like"": 0.4719222968382984, ""collect"": 0.6949997947716215, ""comment"": 0.05664557879285061, ""share"": 0.20250973583135237, ""follow"": 0.16191541445887167}",21,1,high,student
user_0207,2024-03-17 00:00:00,"[""分子动力学"", ""酶催化""]",evening,"[""综述文章""]","{""like"": 0.15476930320585588, ""collect"": 0.07892816632549611, ""comment"": 0.6474195506825491, ""share"": 0.1781705412540191, ""follow"": 0.4104337099917029}",135,1,low,researcher
user_0208,2023-02-18 00:00:00,"[""生物信息学""]",evening,"[""技术教程"", ""实验技巧""]","{""like"": 0.7633938354460469, ""collect"": 0.2202780113759796, ""comment"": 0.26944739977370596, ""share"": 0.04600672568339382, ""follow"": 0.19596000876553815}",7,8,medium,student
user_0209,2024-01-19 00:00:00,"[""AlphaFold""]",afternoon,"[""实验技巧""]","{""like"": 0.7112389192037621, ""collect"": 0.24226357631779324, ""comment"": 0.3324518717643441, ""share"": 0.10221301678110557, ""follow"": 0.8386663818150414}",14,8,high,student
user_0210,2023-05-06 00:00:00,"[""抗体设计"", ""蛋白质组学"", ""X射线晶体学""]",night,"[""实验技巧"", ""最新论文""]","{""like"": 0.47294243737274794, ""collect"": 0.09439693740645275, ""comment"": 0.4088966904264245, ""share"": 0.2764077234199451, ""follow"": 0.4229232170052805}",2,4,medium,researcher
user_0211,2023-07-30 00:00:00,"[""NMR""]",afternoon,"[""最新论文"", ""经典方法""]","{""like"": 0.3351667111687382, ""collect"": 0.7900319554910902, ""comment"": 0.23062392534266193, ""share"": 0.5111121548261128, ""follow"": 0.5577306026894492}",283,2,low,industry
user_0212,2023-05-27 00:00:00,"[""抗体设计"", ""冷冻电镜""]",evening,"[""实验技巧"", ""应用案例""]","{""like"": 0.5478551548670478, ""collect"": 0.1413310255266232, ""comment"": 0.022010499226862455, ""share"": 0.0446183285016424, ""follow"": 0.6083747705993835}",52,5,low,student
user_0213,2023-01-18 00:00:00,"[""癌症生物学"", ""蛋白质结构预测"", ""分子对接""]",evening,"[""综述文章"", ""算法解读""]","{""like"": 0.6492301094706558, ""collect"": 0.02812572516473301, ""comment"": 0.04117498420781552, ""share"": 0.005188417559269464, ""follow"": 0.7225277481682366}",9,27,medium,student
user_0214,2023-04-23 00:00:00,"[""蛋白质组学"", ""蛋白质工程""]",afternoon,"[""实验技巧"", ""经典方法""]","{""like"": 0.2752548434833302, ""collect"": 0.5963485494257813, ""comment"": 0.31453056726154194, ""share"": 0.4379087765220395, ""follow"": 0.12836110507116924}",10,3,high,researcher
user_0215,2023-02-02 00:00:00,"[""蛋白质结构预测""]",night,"[""算法解读""]","{""like"": 0.819521933330653, ""collect"": 0.22820709483050444, ""comment"": 0.39984819418846457, ""share"": 0.19934622232986976, ""follow"": 0.4611474320223497}",130,26,high,researcher
user_0216,2023-08-19 00:00:00,"[""冷冻电镜""]",afternoon,"[""经典方法""]","{""like"": 0.7842627925585377, ""collect"": 0.7964173202403845, ""comment"": 0.22092583032985605, ""share"": 0.041554391551984655, ""follow"": 0.26337451015401314}",2,3,low,researcher
user_0217,2024-03-05 00:00:00,"[""蛋白质组学"", ""抗体设计""]",morning,"[""新闻动态""]","{""like"": 0.4163384106775068, ""collect"": 0.4024751812221187, ""comment"": 0.2359788637059848, ""share"": 0.2045959256453705, ""follow"": 0.7863362929138128}",9,16,medium,student
user_0218,2023-08-19 00:00:00,"[""分子动力学""]",morning,"[""算法解读"", ""综述文章""]","{""like"": 0.5278329630536817, ""collect"": 0.6097379010749274, ""comment"": 0.31404468331599056, ""share"": 0.20439524045382382, ""follow"": 0.6507870586960531}",141,14,medium,student
user_0219,2023-01-25 00:00:00,"[""膜蛋白"", ""代谢工程""]",night,"[""技术教程""]","{""like"": 0.591344395296063, ""collect"": 0.2136657510749862, ""comment"": 0.3883490119748783, ""share"": 0.003153262156896995, ""follow"": 0.6718514772594114}",27,52,medium,newbie
user_0220,2023-01-18 00:00:00,"[""神经退行性疾病"", ""生物信息学"", ""抗体设计""]",evening,"[""新闻动态"", ""应用案例""]","{""like"": 0.26472330691233775, ""collect"": 0.8233888946121963, ""comment"": 0.1533406946434757, ""share"": 0.0076147200138188325, ""follow"": 0.6903190397341328}",20,13,low,researcher
user_0221,2024-02-02 00:00:00,"[""癌症生物学"", ""神经退行性疾病""]",afternoon,"[""应用案例""]","{""like"": 0.9247889336508841, ""collect"": 0.13954578188222316, ""comment"": 0.06574700334213432, ""share"": 0.031010895127871738, ""follow"": 0.9299596682723634}",39,4,low,industry
user_0222,2023-08-26 00:00:00,"[""生物信息学"", ""药物设计""]",morning,"[""经典方法""]","{""like"": 0.8871741169357603, ""collect"": 0.3728284357385254, ""comment"": 0.014376812448027677, ""share"": 0.06730194387920252, ""follow"": 0.7251947994454789}",28,4,low,industry
user_0223,2024-03-08 00:00:00,"[""蛋白质-配体相互作用""]",evening,"[""实验技巧""]","{""like"": 0.3032396972805304, ""collect"": 0.264227330236442, ""comment"": 0.19418654465661916, ""share"": 0.09314078356737093, ""follow"": 0.4118265892458536}",4,2,medium,researcher
user_0224,2025-04-19 00:00:00,"[""蛋白质组学"", ""AlphaFold"", ""癌症生物学""]",morning,"[""技术教程""]","{""like"": 0.7662161464033621, ""collect"": 0.49547470011511496, ""comment"": 0.1394505645075594, ""share"": 0.21959133083280316, ""follow"": 0.1374084806251735}",210,5,low,student
user_0225,2024-03-28 00:00:00,"[""质谱分析"", ""蛋白质结构预测""]",night,"[""最新论文""]","{""like"": 0.7221624476882483, ""collect"": 0.5584802617492213, ""comment"": 0.18668510441734118, ""share"": 0.4374235937731695, ""follow"": 0.6697443311148894}",4,14,medium,student
user_0226,2023-11-11 00:00:00,"[""深度学习"", ""图神经网络""]",afternoon,"[""经典方法""]","{""like"": 0.5062913547009404, ""collect"": 0.6135156323396896, ""comment"": 0.39968558251020275, ""share"": 0.18732366261952532, ""follow"": 0.6173517646289085}",17,4,low,student
user_0227,2024-01-24 00:00:00,"[""图神经网络"", ""癌症生物学""]",evening,"[""技术教程""]","{""like"": 0.8158888702351018, ""collect"": 0.7283223328308845, ""comment"": 0.1604417374296617, ""share"": 0.017490258972775116, ""follow"": 0.43845574154604705}",75,15,medium,student
user_0228,2023-04-20 00:00:00,"[""扩散模型"", ""代谢工程""]",evening,"[""应用案例""]","{""like"": 0.25726505596484966, ""collect"": 0.34879851448373017, ""comment"": 0.23034572184867635, ""share"": 0.01296043478722565, ""follow"": 0.6323089835913712}",51,4,low,newbie
user_0229,2024-05-09 00:00:00,"[""NMR""]",night,"[""经典方法""]","{""like"": 0.4545628936329385, ""collect"": 0.22872741957908121, ""comment"": 0.7313462502419743, ""share"": 0.023790705169163453, ""follow"": 0.5145360111979609}",29,13,low,student
user_0230,2023-02-26 00:00:00,"[""虚拟筛选"", ""分子动力学""]",afternoon,"[""新闻动态""]","{""like"": 0.667239922186173, ""collect"": 0.19207787574839846, ""comment"": 0.29939795606352343, ""share"": 0.2407848781303607, ""follow"": 0.6598928052567583}",6,53,medium,student
user_0231,2024-12-30 00:00:00,"[""膜蛋白""]",afternoon,"[""算法解读""]","{""like"": 0.8503504559372407, ""collect"": 0.32998617701235916, ""comment"": 0.2848632920786294, ""share"": 0.3226364405366773, ""follow"": 0.47537374439029545}",48,2,high,researcher
user_0232,2025-06-03 00:00:00,"[""生物信息学"", ""结构生物学""]",evening,"[""最新论文""]","{""like"": 0.28904901997280436, ""collect"": 0.17843338888126115, ""comment"": 0.2553827853106697, ""share"": 0.054547521150123325, ""follow"": 0.07367979081091518}",12,5,medium,student
user_0233,2023-05-06 00:00:00,"[""深度学习""]",evening,"[""经典方法""]","{""like"": 0.39975128623678297, ""collect"": 0.7992253740447232, ""comment"": 0.20799271578315812, ""share"": 0.280749249359033, ""follow"": 0.6919949934744761}",125,25,medium,student
user_0234,2023-05-14 00:00:00,"[""药物设计"", ""分子对接"", ""免疫学""]",night,"[""最新论文""]","{""like"": 0.5285218538544499, ""collect"": 0.32239846376493414, ""comment"": 0.006455009982759861, ""share"": 0.4302445236887499, ""follow"": 0.5267242942184667}",10,14,low,researcher
user_0235,2023-01-20 00:00:00,"[""分子对接""]",evening,"[""实验技巧"", ""最新论文""]","{""like"": 0.7966044972328333, ""collect"": 0.31149174601134627, ""comment"": 0.1118090558723088, ""share"": 0.2802551565715558, ""follow"": 0.44216107598833915}",184,7,low,student
user_0236,2023-05-01 00:00:00,"[""酶催化""]",afternoon,"[""技术教程""]","{""like"": 0.6937458608690521, ""collect"": 0.2743495142121283, ""comment"": 0.4622674488222972, ""share"": 0.2122826574170935, ""follow"": 0.9099927573694138}",25,39,low,newbie
user_0237,2023-05-13 00:00:00,"[""分子对接""]",evening,"[""技术教程""]","{""like"": 0.7905287220883284, ""collect"": 0.3015152171253812, ""comment"": 0.4711886908200823, ""share"": 0.04226944139061659, ""follow"": 0.5783700477379543}",6,16,low,researcher
user_0238,2023-09-26 00:00:00,"[""结构生物学""]",morning,"[""经典方法""]","{""like"": 0.9762643808960108, ""collect"": 0.26127281959213694, ""comment"": 0.20737792613923012, ""share"": 0.00047657142443851777, ""follow"": 0.6079817304936347}",12,106,medium,researcher
user_0239,2023-01-19 00:00:00,"[""图神经网络""]",evening,"[""技术教程"", ""经典方法""]","{""like"": 0.6883604393592706, ""collect"": 0.6231885535248759, ""comment"": 0.3673500119721684, ""share"": 0.04429754366393096, ""follow"": 0.7482451278003902}",32,34,medium,student
user_0240,2023-01-16 00:00:00,"[""癌症生物学""]",morning,"[""综述文章"", ""算法解读""]","{""like"": 0.6623336462990556, ""collect"": 0.41914853525807017, ""comment"": 0.1963719328302908, ""share"": 0.006057339683272206, ""follow"": 0.22841817306042878}",49,6,medium,industry
user_0241,2025-08-21 00:00:00,"[""机器学习""]",morning,"[""算法解读"", ""技术教程""]","{""like"": 0.7270497072232672, ""collect"": 0.6048620903337226, ""comment"": 0.2541057368942502, ""share"": 0.29535862971843907, ""follow"": 0.7872105576340747}",302,23,low,researcher
user_0242,2023-01-31 00:00:00,"[""分子动力学""]",morning,"[""新闻动态"", ""综述文章""]","{""like"": 0.6401275996312976, ""collect"": 0.06468407344745808, ""comment"": 0.06825694276105697, ""share"": 0.03938481241787561, ""follow"": 0.6066753865862665}",1064,8,low,industry
user_0243,2023-02-08 00:00:00,"[""生物信息学""]",afternoon,"[""技术教程""]","{""like"": 0.764902257760227, ""collect"": 0.3429932397052508, ""comment"": 0.09739291753736483, ""share"": 0.15900266466504917, ""follow"": 0.5746812899304536}",2,11,medium,researcher
user_0244,2023-04-07 00:00:00,"[""深度学习""]",morning,"[""实验技巧""]","{""like"": 0.5639606912911479, ""collect"": 0.5336769831335864, ""comment"": 0.5030247900933548, ""share"": 0.11648652005524797, ""follow"": 0.34503699249873554}",21,316,medium,industry
user_0245,2023-08-10 00:00:00,"[""蛋白质组学""]",evening,"[""最新论文"", ""综述文章""]","{""like"": 0.5594079437136044, ""collect"": 0.3457445083356425, ""comment"": 0.38026479180338035, ""share"": 0.08895834288968375, ""follow"": 0.6792055614629454}",12,24,low,industry
user_0246,2024-02-03 00:00:00,"[""分子对接"", ""分子动力学""]",afternoon,"[""经典方法"", ""实验技巧""]","{""like"": 0.5931838964676119, ""collect"": 0.44420136468428845, ""comment"": 0.3951720771936817, ""share"": 0.2165170248867149, ""follow"": 0.7457638000918727}",32,6,low,researcher
user_0247,2023-09-16 00:00:00,"[""机器学习"", ""扩散模型""]",afternoon,"[""实验技巧"", ""最新论文""]","{""like"": 0.18372422791401197, ""collect"": 0.30385731944248384, ""comment"": 0.49986112077571015, ""share"": 0.15287812524857394, ""follow"": 0.30844418425003134}",38,49,high,industry
user_0248,2023-02-18 00:00:00,"[""AlphaFold"", ""质谱分析"", ""免疫学""]",morning,"[""算法解读""]","{""like"": 0.7801826680337283, ""collect"": 0.6634593124632006, ""comment"": 0.4832303806861076, ""share"": 0.08948284112922941, ""follow"": 0.4979851658624879}",61,5,low,student
user_0249,2023-05-22 00:00:00,"[""神经退行性疾病""]",night,"[""新闻动态"", ""算法解读""]","{""like"": 0.8667802476581273, ""collect"": 0.8596079157974992, ""comment"": 0.15435173486231482, ""share"": 0.12256244667285415, ""follow"": 0.2086640805781056}",5,0,low,industry
user_0250,2023-04-11 00:00:00,"[""深度学习"", ""药物设计"", ""AlphaFold""]",morning,"[""最新论文""]","{""like"": 0.28159508730987765, ""collect"": 0.5988366497222917, ""comment"": 0.10954172946179694, ""share"": 0.08626986289186354, ""follow"": 0.3188475371648719}",1,5,medium,researcher
user_0251,2023-01-10 00:00:00,"[""抗体设计""]",morning,"[""实验技巧""]","{""like"": 0.6819236469483916, ""collect"": 0.1660045085375207, ""comment"": 0.2873556051780757, ""share"": 0.3929386255236039, ""follow"": 0.1282059103119496}",80,84,low,researcher
user_0252,2023-01-10 00:00:00,"[""冷冻电镜"", ""图神经网络""]",evening,"[""最新论文"", ""实验技巧""]","{""like"": 0.7794488444991096, ""collect"": 0.22674101732352878, ""comment"": 0.08480315311539662, ""share"": 0.398395203081802, ""follow"": 0.7250774954122897}",9,3,medium,student
user_0253,2023-11-09 00:00:00,"[""机器学习"", ""酶催化"", ""分子动力学""]",evening,"[""最新论文"", ""综述文章""]","{""like"": 0.5607076873891346, ""collect"": 0.25390757215564896, ""comment"": 0.0998668501506062, ""share"": 0.1407536841382675, ""follow"": 0.16121974435928987}",1,41,medium,student
user_0254,2023-07-31 00:00:00,"[""质谱分析""]",afternoon,"[""新闻动态"", ""应用案例""]","{""like"": 0.8527460830730973, ""collect"": 0.5305981842131946, ""comment"": 0.023732773221264682, ""share"": 0.12934513875483417, ""follow"": 0.6945416423878111}",56,5,low,industry
user_0255,2024-07-18 00:00:00,"[""分子动力学""]",evening,"[""综述文章""]","{""like"": 0.6222868618102216, ""collect"": 0.5029298086550196, ""comment"": 0.30399099450066214, ""share"": 0.1976710580869694, ""follow"": 0.454873998271956}",187,7,medium,student
user_0256,2023-02-15 00:00:00,"[""机器学习"", ""分子动力学"", ""药物设计""]",evening,"[""技术教程""]","{""like"": 0.8953785306230485, ""collect"": 0.4110600710949021, ""comment"": 0.23398688738729842, ""share"": 0.13852569236103565, ""follow"": 0.4924079971229127}",26,41,low,industry
user_0257,2023-01-07 00:00:00,"[""NMR"", ""神经退行性疾病"", ""抗体设计""]",evening,"[""新闻动态""]","{""like"": 0.49805274879751715, ""collect"": 0.13525083946085695, ""comment"": 0.7040058772673802, ""share"": 0.06374176356011534, ""follow"": 0.6495201041848084}",5,13,high,student
user_0258,2023-04-11 00:00:00,"[""图神经网络""]",afternoon,"[""新闻动态""]","{""like"": 0.8044479784908578, ""collect"": 0.43672891285345433, ""comment"": 0.15834182402227193, ""share"": 0.4044597919882349, ""follow"": 0.19040761068557152}",290,9,high,student
user_0259,2023-02-03 00:00:00,"[""分子对接""]",morning,"[""经典方法"", ""实验技巧""]","{""like"": 0.11220365377602974, ""collect"": 0.12906439384844298, ""comment"": 0.14379978587752387, ""share"": 0.1091774257814707, ""follow"": 0.6038370168938799}",4,176,medium,student
user_0260,2023-01-09 00:00:00,"[""蛋白质结构预测"", ""蛋白质组学"", ""罕见病研究""]",evening,"[""综述文章"", ""算法解读""]","{""like"": 0.5602434224022155, ""collect"": 0.7327469688109887, ""comment"": 0.14332654767049488, ""share"": 0.32378174771657614, ""follow"": 0.2671318764705243}",13,19,high,industry
user_0261,2023-05-24 00:00:00,"[""癌症生物学"", ""蛋白质工程""]",evening,"[""实验技巧""]","{""like"": 0.6512928743761929, ""collect"": 0.6734595581749974, ""comment"": 0.15649698563788805, ""share"": 0.08960654390165372, ""follow"": 0.7882974353133165}",23,30,low,researcher
user_0262,2023-01-30 00:00:00,"[""分子对接"", ""蛋白质组学""]",evening,"[""算法解读""]","{""like"": 0.3712031436280916, ""collect"": 0.1942334144114835, ""comment"": 0.2953352508030424, ""share"": 0.058422275209275155, ""follow"": 0.7525611924326752}",5,6,medium,student
user_0263,2023-02-27 00:00:00,"[""蛋白质结构预测""]",afternoon,"[""综述文章""]","{""like"": 0.6607992962209533, ""collect"": 0.20479225476768492, ""comment"": 0.16697454281415575, ""share"": 0.2634133640219195, ""follow"": 0.9130067492782452}",254,8,low,student
user_0264,2023-03-07 00:00:00,"[""酶催化""]",evening,"[""技术教程"", ""应用案例""]","{""like"": 0.9425140819832069, ""collect"": 0.10916120766036264, ""comment"": 0.1725073671402714, ""share"": 0.08606747800173488, ""follow"": 0.7148782659552767}",18,1,medium,industry
user_0265,2024-03-27 00:00:00,"[""分子对接"", ""免疫学""]",evening,"[""技术教程""]","{""like"": 0.8121900814211089, ""collect"": 0.38191036392211153, ""comment"": 0.6164653694567903, ""share"": 0.20280422702644774, ""follow"": 0.4523278335448283}",105,0,high,newbie
user_0266,2023-10-07 00:00:00,"[""蛋白质组学"", ""NMR"", ""膜蛋白""]",evening,"[""技术教程"", ""算法解读""]","{""like"": 0.614692700724201, ""collect"": 0.31489321862111574, ""comment"": 0.05657561138054725, ""share"": 0.10600130355757764, ""follow"": 0.6790341237713712}",521,9,medium,student
